date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,location,source_url,vaccine
2021-01-03,67.0,67.0,0.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,Pfizer/BioNTech
2021-01-17,62122.0,62117.0,5.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,Pfizer/BioNTech
2021-01-24,120327.0,115365.0,4962.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,Pfizer/BioNTech
2021-01-31,176836.0,157155.0,19681.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,Pfizer/BioNTech
2021-02-07,232507.0,179486.0,53021.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-02-14,288776.0,218872.0,69904.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-02-21,373451.0,297027.0,76424.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-02-28,476479.0,391462.0,85017.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-07,590421.0,502136.0,88285.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-14,714668.0,625466.0,89202.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-21,842252.0,751838.0,90414.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-28,952777.0,861351.0,91426.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-04,1086457.0,993721.0,92736.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-11,1260283.0,1161012.0,99271.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-18,1495506.0,1365365.0,130141.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-25,1717301.0,1556841.0,160460.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-02,1931781.0,1753750.0,178031.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-09,2176626.0,1959629.0,216997.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-16,2413548.0,2124585.0,288963.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-23,2690452.0,2305686.0,384766.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-30,2964331.0,2469560.0,494771.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-06,3264354.0,2647566.0,616788.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-13,3609576.0,2867648.0,741928.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-20,3954634.0,3093670.0,860964.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-27,4217126.0,3229102.0,988024.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-04,4543218.0,3380819.0,1162399.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-11,4857449.0,3489315.0,1368134.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-18,5127236.0,3573415.0,1553821.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-25,5399940.0,3639933.0,1760007.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-01,5674066.0,3705161.0,1968905.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-08,5938715.0,3770300.0,2168415.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-15,6244758.0,3860618.0,2384140.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-22,6547899.0,3957036.0,2590863.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-08-29,6802646.0,4021577.0,2781069.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-05,7038469.0,4058601.0,2979868.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-12,7241985.0,4084907.0,3157078.0,0.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-19,7389118.0,4107868.0,3280042.0,1208.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-09-26,7549717.0,4128549.0,3405089.0,16079.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-03,7708740.0,4146566.0,3525971.0,36203.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-10,7847843.0,4164888.0,3629180.0,53775.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-17,7983259.0,4188238.0,3726322.0,68699.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-24,8095450.0,4211490.0,3805065.0,78895.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-10-31,8212502.0,4232878.0,3886870.0,92754.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-07,8300585.0,4248144.0,3941128.0,111313.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-14,8387267.0,4261295.0,3979574.0,146398.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-21,8484323.0,4275263.0,4007283.0,201777.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-11-28,8602876.0,4290322.0,4033830.0,278724.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-05,8758599.0,4308016.0,4061340.0,389243.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-12-12,8944582.0,4322739.0,4085397.0,536446.0,Finland,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
